route_id,service_id,trip_id,trip_headsign,trip_long_name,direction_code,shape_id,wheelchair_accessible
a7fd05e23d0534e9276c01e930da676c,56103,1875414,Tallinna bussijaam,Pihkva-Tallinn,B>A,43522,0
106372a735c56551a7e8efeaab7d596b,67751,912030,Valga bussijaam,Otepää - Puka - Keeni - Valga,A>B,42698,0
106372a735c56551a7e8efeaab7d596b,67750,912029,Valga bussijaam,Otepää - Puka - Keeni - Valga,A>C1>B,42699,0
7d3bdb5c7d48e439f0732b8a35a3d8d3,110808,703544,Haeska,Haapsalu - Haeska NÕUDELIIN,A>B,50524,0
7d3bdb5c7d48e439f0732b8a35a3d8d3,110808,703545,Haapsalu bussijaam,Haeska - Haapsalu NÕUDELIIN,B>A,50525,0
7d3bdb5c7d48e439f0732b8a35a3d8d3,111206,703603,Haeska,Haapsalu - Haeska NÕUDELIIN,A>B,50524,0
7d3bdb5c7d48e439f0732b8a35a3d8d3,111205,703602,Haapsalu bussijaam,Haeska - Haapsalu NÕUDELIIN,B>A,50525,0
7d3bdb5c7d48e439f0732b8a35a3d8d3,111209,703605,Haeska,Haapsalu - Haeska NÕUDELIIN,A>B,50524,0
7d3bdb5c7d48e439f0732b8a35a3d8d3,111210,703606,Haeska,Haapsalu - Haeska NÕUDELIIN,A>B,50524,0
7d3bdb5c7d48e439f0732b8a35a3d8d3,111208,703604,Haapsalu bussijaam,Haeska - Haapsalu NÕUDELIIN,B>A,50525,0
7d3bdb5c7d48e439f0732b8a35a3d8d3,111210,703607,Haapsalu bussijaam,Haeska - Haapsalu NÕUDELIIN,B>A,50525,0
84b3c9b8e65d665beedefd8496f88e45,111222,703608,Suure-Lähtru,Palivere - Suure-Lähtru NÕUDELIIN,A>B,33782,0
7d3bdb5c7d48e439f0732b8a35a3d8d3,112216,703662,Haapsalu bussijaam,Haeska - Haapsalu NÕUDELIIN,B>A,50525,0
7d3bdb5c7d48e439f0732b8a35a3d8d3,112217,703663,Haeska,Haapsalu - Haeska NÕUDELIIN,A>B,50524,0
001fbbfb91377d12319307681cd64442,117420,1583666,Valga bussijaam,Antsla-Lüllemäe-Vähero-Valga,B>C2>A,47147,0
01bd8232652272539e635dd42be6ace5,124921,1582508,Otepää,Otepää - Pühajärve - Vidrike - Kääriku - Arula - Otepää,A1>C>A,59251,0
bd51f4c26f4988669ba1854d3e5ceefd,128822,1131581,Lihula,Lihula - Kloostri - Rumba - Lihula,B>A,49903,0
bd51f4c26f4988669ba1854d3e5ceefd,128822,1131580,Lihula,Lihula - Rumba - Kloostri - Lihula,A>B,33451,0
bd51f4c26f4988669ba1854d3e5ceefd,128829,927559,Lihula,Lihula - Kloostri - Rumba - Lihula,B>A,33452,0
35935ddd0540e942f027485504897704,130156,905192,Haapsalu bussijaam,Virtsu - Lihula - Haapsalu,B>A,34383,0
35935ddd0540e942f027485504897704,130156,905194,Haapsalu bussijaam,Virtsu - Lihula - Haapsalu,B>A,34383,0
35935ddd0540e942f027485504897704,130157,905195,Haapsalu bussijaam,Virtsu - Lihula - Haapsalu,B>A,34383,0
35935ddd0540e942f027485504897704,130156,905191,Virtsu sadam,Haapsalu - Lihula - Virtsu,A>B,34382,0
35935ddd0540e942f027485504897704,130156,905193,Virtsu sadam,Haapsalu - Lihula - Virtsu,A>B,34382,0
5f3496c56f83b5fc3e65ee14ff38687c,130175,905198,Virtsu sadam,Risti - Kullamaa kool - Lihula - Massu - Virtsu,B>C>A,39872,0
5f3496c56f83b5fc3e65ee14ff38687c,130176,905199,Virtsu sadam,Risti - Kullamaa kool - Lihula - Virtsu,B>A,36375,0
d434a6d538089ee39015cf31e5d1c1fb,130642,841980,Pärnu bussijaam,Haapsalu - Vana-Vigala - Pärnu,A>B,36346,0
d434a6d538089ee39015cf31e5d1c1fb,130642,841981,Haapsalu bussijaam,Pärnu - Vana-Vigala - Haapsalu,B>A,36347,0
d434a6d538089ee39015cf31e5d1c1fb,130643,841983,Haapsalu bussijaam,Pärnu - Vana-Vigala - Haapsalu,B>A,36347,0
d434a6d538089ee39015cf31e5d1c1fb,130643,841982,Pärnu bussijaam,Haapsalu - Vana-Vigala - Pärnu,A>B,36346,0
d434a6d538089ee39015cf31e5d1c1fb,130644,841985,Haapsalu bussijaam,Pärnu - Vana-Vigala - Haapsalu,B>A,36347,0
d434a6d538089ee39015cf31e5d1c1fb,130644,841984,Pärnu bussijaam,Haapsalu - Vana-Vigala - Pärnu,A>B,36346,0
d6c424d856a175e408d3142f86e7df34,131377,1470038,Abruka sadam,ROOMASSAARE-ABRUKA,A>B,63333,0
d6c424d856a175e408d3142f86e7df34,131379,1470039,Abruka sadam,ROOMASSAARE-ABRUKA,A>B,63333,0
d6c424d856a175e408d3142f86e7df34,131380,1470040,Abruka sadam,ROOMASSAARE-ABRUKA,A>B,63333,0
d6c424d856a175e408d3142f86e7df34,131381,1470041,Abruka sadam,ROOMASSAARE-ABRUKA,A>B,63333,0
fb6b29d848d55ce0d94e568d2e2e9d01,131382,1470042,Roomassaare sadam,ABRUKA-ROOMASSAARE,A>B,63330,0
fb6b29d848d55ce0d94e568d2e2e9d01,131383,1470043,Roomassaare sadam,ABRUKA-ROOMASSAARE,A>B,63330,0
fb6b29d848d55ce0d94e568d2e2e9d01,131385,1470044,Roomassaare sadam,ABRUKA-ROOMASSAARE,A>B,63330,0
fb6b29d848d55ce0d94e568d2e2e9d01,131386,1470045,Roomassaare sadam,ABRUKA-ROOMASSAARE,A>B,63330,0
621bb52a1a1d8a85f298da77749f94fb,132861,1320412,Priipalu,Priipalu-Tsirguliina kool-Sooru-Priipalu,A>A,57727,0
ae3bfc3671631bc6e2c62d93dd32aa07,132870,1320413,Priipalu,Piiripalu - Liive - Tsirguliina kool - Sooru - Piiripalu,A>B>A,57728,0
bd51f4c26f4988669ba1854d3e5ceefd,133024,927570,Lihula,Lihula - Kloostri - Rumba - Lihula,B>C>A,40114,0
6612310ee8fb071df05a2d23940468c0,133115,1373952,Valga bussijaam,Otepää-Restu-Keeni-Sangaste-Valga,A>B,59217,0
1200bd6443513ac5057e3be158483d75,133241,1352664,Tõrva,Otepää-Sangaste-Tõrva,A>B,58605,0
3caada814328f0f6c84615882797feae,133348,1823413,Tõrva,Riidaja-Reti-Lõve-Leebiku-Rulli-Tõrva,A>C1>B,57909,0
535c054371807b4c9f71a420a3deb8bf,133749,1256961,Antsla,Valga - Vilaski - Antsla,A>B,55213,0
0664e671b96a6d98856302f1231442e4,133784,1028455,Antsla,Valga bussijaam - Lüllemäe -Antsla,A>C1>B,47120,0
0664e671b96a6d98856302f1231442e4,133784,1028456,Valga bussijaam,Antsla - Lüllemäe - Valga bussijaam,B>C1>A,47121,0
b15feeb6d3e39636279bea7febe2524d,133818,1028457,Antsla,Valga - Lüllemäe - Antsla,A>B,47135,0
a88f0ff3e05fa916779c0ab3602fe9d2,133827,1028564,Valga bussijaam,Antsla -Lüllemäe- Valga bussijaam,A>B,47146,0
d8fa8e33f2837214ff239d7b5377bd96,133903,1014223,Valga bussijaam,Tõrva - Taagepera - Valga bussijaam,A>C1>B,46261,0
53a20efd975934c55dc9bf4010878b72,133926,1913805,Tõrva,Valga - Taagepera - Tõrva,A>C1>B,58507,0
9c0a3002a78cd998a807106d7f0f80a0,133931,1031842,Tõrva,Valga - Jõgeveste - Taagepera - Tõrva,A>C2>B,47492,0
3481dacd4e8cae480b36ab1ec649919b,133933,1014226,Tõrva,Valga - Taagepera - Tõrva,A>B,46265,0
31f640ee6352d190c58298f294fc7342,133943,947262,Valga bussijaam,Tõrva - Valga,A>B,40943,0
884e152ad036c38d1c2fa799173f76f2,133953,884418,Valga bussijaam,Tõrva - Valga,A>B,40944,0
2dc78261bac8da562357c16bb145608d,133961,1014227,Tõrva,Valga - Ala - Tõrva,A>C1>B,46266,0
625d5c21c52cc54613fb583a48676dac,134052,1199626,Valga bussijaam,Valga - Keeni - Priipalu - Uniküla - Valga,A>C1>B,44428,0
a2be37f890bafc151123aeed17b354b0,134055,1199627,Valga bussijaam,Valga - Keeni - Priipalu - Uniküla - Valga,A>C1>A,44430,0
652cad01c453242e23143f8c3c02ed72,134057,1878946,Valga bussijaam,Puka - Valga,A1>A,52274,0
0aa7b403db102346862662ec1d72dc25,134300,1261742,Puka,Valga - Sangaste - Puka,A>B,55335,0
2451dc98c591d6234688528f99797c09,134321,884440,Valga bussijaam,Tõrva - Koorküla - Valga bussijaam,A>B,40969,0
8be01b5bb986287fc57f3c6276b42a17,134335,1197466,Valga bussijaam,Valga - Keeni - Valga,A>C>B,52281,0
f597be47bc8a1c0b6e9e115e0e08d609,134423,884442,Valga bussijaam,Valga - Keeni - Sangaste - Vilaski - Valga,A>C>B,40972,0
039d2645fa4371b72fc3fa27b4a96b0b,134460,1031844,Tõrva,Valga - Jõgeveste - Ruusa - Tõrva,A>C1>B,47491,0
e4673448c3fb76a3ab6ffd3c830946f5,134489,1578699,Valga bussijaam,Valga-Lüllemäe-Valtina-Vähero-Valga,A>A,47132,0
1d51cb045971c3a3926ff44fdf4b6fca,134634,1348020,Tõrva,Tõrva  - Riidaja - Pikasilla - Tõrva,A>B>A,58512,0
d0d67fee317901da04324833ac9e2200,134677,1015323,Tõrva,Tõrva  - Riidaja - Pikasilla - Tõrva,A>A,46297,0
143aeb29056eb0a7eab673870bc6a804,134691,1015324,Tõrva,Tõrva - Riidaja - Reti - Pikasilla - Tõrva,A>C2>A,46299,0
143aeb29056eb0a7eab673870bc6a804,134695,1015325,Tõrva,Tõrva - Pokardi - Tõrva - Riidaja - Reti - Pikasilla - Tõrva,A>C2>A,46298,0
bd51c89155629e7b1c98273b0ca3dcbf,134706,1700612,Otepää,Valga - Sangaste - Sarapuu - Sihva - Otepää,A>C>B,55332,0
117ab60700a8b3e0ec9639eaeed113f8,134728,1197467,Valga bussijaam,Otepää - Palu - Sangaste - Sarapuu - Valga,B>C2>A,52278,0
117ab60700a8b3e0ec9639eaeed113f8,134760,1261744,Valga bussijaam,Otepää - Sangaste - Sarapuu - Sangaste - Valga,B>C3>A,55324,0
54c712afdc9d98335dbec85ee67fc42c,134771,1261745,Otepää,Valga - Sangaste - Pühajärve - Otepää,A>C1>B,55331,0
f0cdfdc484f5119137952bba0575b933,135189,1197468,Valga bussijaam,Otepää - Sihva - Sangaste - Valga,A>B,52276,0
2d1c209b1a53fa63d918f1b371114f88,135303,1263092,Otepää,Valga - Sangaste - Vidrike - Otepää,A>B,55358,0
b81996a9d243a62f4e29c38629271a59,135333,1261747,Otepää,Valga - Sangaste - Keeni - Vidrike - Otepää,A>C2>B,55325,0
b81996a9d243a62f4e29c38629271a59,135333,1261748,Valga bussijaam,Otepää - Vidrike - Sangaste - Valga,B>A,55326,0
38b65cf8c9881ec05133e79c1612574f,135531,1261749,Otepää,Valga - Sangaste - Vidrike - Otepää,A>B,55330,0
661222d5eb9a1287b9613236729eee4f,135547,1324557,Valga bussijaam,Otepää - Vidrike - Sangaste - Valga,B>C2>A,57699,0
505a5617218d9d8d30f7a6635ad62b64,135568,1261751,Otepää,Valga-Sangaste-Pühajärve-Otepää,B>A,55334,0
535c054371807b4c9f71a420a3deb8bf,135595,1256962,Antsla,Valga - Vilaski - Antsla,A>B,55213,0
18da16ddc76af4298946910a95e42de7,135600,1256963,Valga bussijaam,Antsla - Vilaski - Valga bussijaam,A>B,55216,0
8c1998ac519032bc29185c8430e48d30,135629,1872722,Võru bussijaam,Valga - Võru,B>A,59357,0
8c1998ac519032bc29185c8430e48d30,135629,1872721,Valga bussijaam,Võru - Valga,A>B,58666,0
4ec8c4901648c9238c29e63e3a207cba,135632,946701,Tõrva,Tartu - Tõrva,B>A,44425,0
4ec8c4901648c9238c29e63e3a207cba,135631,946700,Tartu bussijaam,Tõrva - Tartu,A>B,44424,0
bb08cbfa2fffb01e992306d2701a339e,135761,1197469,Valga bussijaam,Tartu-Otepää-Sangaste-Valga,B>A,52282,0
dc0aa9a2f40e5b5d53aabdc68d528444,135877,1841348,Haapsalu bussijaam,Tallinn - Risti - Pürksi - Haapsalu,A>B,57019,0
2c46bcdecfb7f690f2a82e0748faf9be,137245,1270493,Papissaare sadam,VILSANDI-PAPISSAARE,A>B,63332,0
2c46bcdecfb7f690f2a82e0748faf9be,137246,1270494,Papissaare sadam,VILSANDI-PAPISSAARE,A>B,63332,0
2c46bcdecfb7f690f2a82e0748faf9be,137247,1270495,Papissaare sadam,VILSANDI-PAPISSAARE,A>B,63332,0
007479562c9729af1d1cc40d58ccefa0,138394,1866781,Pärnu bussijaam,Saunametsa (Kikepera) - Surju - Kiksu - Uulu Kool - Pärnu,B>A,54059,0
007479562c9729af1d1cc40d58ccefa0,138394,1866780,Saunametsa,Pärnu - Uulu Kool - Kiksu - Surju - Saunametsa,A>B,42052,0
5e95640b00c09357531b93b5aee8877a,138407,901618,Kilingi-Nõmme,Jäärja - Leipste - Kilingi-Nõmme,B>A,42074,0
5e95640b00c09357531b93b5aee8877a,138406,901615,Jäärja,Kilingi-Nõmme - Leipste - Jäärja,A>B,42076,0
5e95640b00c09357531b93b5aee8877a,138407,901617,Jäärja,Kilingi-Nõmme - Leipste - Jäärja,A>B,42076,0
5e95640b00c09357531b93b5aee8877a,138406,901616,Kilingi-Nõmme,Jäärja - Tihemetsa - Kilingi-Nõmme,B>C>A,42075,0
ccd06ea40003a299361d7bcd970c6c54,138587,1028464,Valga bussijaam,Lüllemäe - Vähero - Valga,A>C>B,47116,0
398ac13f85dea59ae2685d3d6d409927,138635,904579,Abja-Paluoja,Kilingi-Nõmme - Mõisaküla - Abja-Paluoja,A>B,42252,0
398ac13f85dea59ae2685d3d6d409927,138635,904580,Kilingi-Nõmme,Abja-Paluoja - Mõisaküla - Kilingi-Nõmme,B>A,42251,0
4283f924946ce4831791f2f2e523a1ca,139120,1788052,Puka,Otepää-Puka-Komsi-Aakre-Puka,B>C1>B,42303,0
d156b87e078e08525b3a6586ed8083c2,139129,1320414,Meriloo tee,Priipalu - Tsirguliina kool - Keeni kool - Liive - Priipalu,A>C>A,57726,0
d156b87e078e08525b3a6586ed8083c2,139130,1320415,Meriloo tee,Priipalu - Tsirguliina kool - Keeni kool - Liive - Priipalu,A>B>A,56907,0
5cb223e7935b5694de70621be42b1e03,139262,1583667,Valga bussijaam,Lüllemäe - Valga bussijaam,A>C2>B,47138,0
f1097dcb23c511ceee9f89f3fef0b993,139267,995443,Antsla,Lüllemäe - Antsla,A>B,42358,0
f1097dcb23c511ceee9f89f3fef0b993,139268,1827314,Lüllemäe,Lüllemäe - Valga - Lüllemäe,A>B>A,47029,0
661222d5eb9a1287b9613236729eee4f,139917,1319827,Valga bussijaam,Otepää - Vidrike - Sangaste - Valga,B>C1>A,57694,0
51f935a2bfba6396373d861bad1fb9b2,140282,1644554,Türi bussijaam,Tehnika - Türi bussijaam - Laupa - Kolu -Türi bussijaam,A2>B3>A2,42828,0
6fcd03b5257bd124529b71b8d492afb0,140286,1643871,Kabala,Türi bussijaam - Oisu - Kabala,A1>B4,47591,0
6fcd03b5257bd124529b71b8d492afb0,140287,1644555,Türi bussijaam,Kabala - Türi - Kolu - Laupa - Türi,A>B,42830,0
b4c5c0d01f6e3d5b5d2ba2ef83fd5034,141068,916851,Kesklinn I,Lõunakeskuse ekspress (kesklinna),A>B,55270,0
b4c5c0d01f6e3d5b5d2ba2ef83fd5034,141068,916852,Kesklinn I,Lõunakeskuse ekspress (kesklinna),A>B,55270,0
b4c5c0d01f6e3d5b5d2ba2ef83fd5034,141068,916853,Kesklinn I,Lõunakeskuse ekspress (kesklinna),A>B,55270,0
b4c5c0d01f6e3d5b5d2ba2ef83fd5034,141068,916854,Kesklinn I,Lõunakeskuse ekspress (kesklinna),A>B,55270,0
b4c5c0d01f6e3d5b5d2ba2ef83fd5034,141068,916855,Kesklinn I,Lõunakeskuse ekspress (kesklinna),A>B,55270,0
b4c5c0d01f6e3d5b5d2ba2ef83fd5034,141068,916856,Kesklinn I,Lõunakeskuse ekspress (kesklinna),A>B,55270,0
b4c5c0d01f6e3d5b5d2ba2ef83fd5034,141068,916857,Kesklinn I,Lõunakeskuse ekspress (kesklinna),A>B,55270,0
b4c5c0d01f6e3d5b5d2ba2ef83fd5034,141068,916858,Kesklinn I,Lõunakeskuse ekspress (kesklinna),A>B,55270,0
b4c5c0d01f6e3d5b5d2ba2ef83fd5034,141068,916859,Kesklinn I,Lõunakeskuse ekspress (kesklinna),A>B,55270,0
b4c5c0d01f6e3d5b5d2ba2ef83fd5034,141068,916860,Kesklinn I,Lõunakeskuse ekspress (kesklinna),A>B,55270,0
b4c5c0d01f6e3d5b5d2ba2ef83fd5034,141068,916861,Kesklinn I,Lõunakeskuse ekspress (kesklinna),A>B,55270,0
b4c5c0d01f6e3d5b5d2ba2ef83fd5034,141068,916862,Kesklinn I,Lõunakeskuse ekspress (kesklinna),A>B,55270,0
b4c5c0d01f6e3d5b5d2ba2ef83fd5034,141068,916863,Kesklinn I,Lõunakeskuse ekspress (kesklinna),A>B,55270,0
b4c5c0d01f6e3d5b5d2ba2ef83fd5034,141068,916864,Kesklinn I,Lõunakeskuse ekspress (kesklinna),A>B,55270,0
b4c5c0d01f6e3d5b5d2ba2ef83fd5034,141068,916865,Kesklinn I,Lõunakeskuse ekspress (kesklinna),A>B,55270,0
15a2a0f9142bf2c1dd2eb78957ec2c99,142345,1771466,Tõrva,Tõrva - Pokardi - Tõrva,A>B,43346,0
22dc2eb1ec20c84b80d0cf6097d40062,142361,1197474,Valga bussijaam,Otepää - Vidrike - Sangaste - Valga,B>A,52279,0
22dc2eb1ec20c84b80d0cf6097d40062,142360,1197473,Otepää,Valga - Sooru keskus - Sangaste - Vidrike - Otepää,A>C1>B,52280,0
9878763abe787d9b0c08ebc097ab92fc,142362,1382075,Valga bussijaam,Tõrva - Taagepera -  Valga bussijaam,A>C1>B,46260,0
04f94e92ab6f298755206cd3f70e21b9,142539,1552872,Tõrva,Valga - Jõgeveste - Tõrva,A>B,47490,0
04f94e92ab6f298755206cd3f70e21b9,142540,1552873,Tõrva,Valga - Jõgeveste - Tõrva,A>B,47490,0
52117ba8ff3fc3fe4d493135b4477d3c,143228,1879052,Elva,Valga - Keeni - Puka - Elva,A>C2>B,59892,0
98bdd0f6a627ce1656fca71d6a001ede,143229,1032741,KURESSAARE,Lümanda-Kihelkonna-Kärla-Kuressaare,A>B,47517,0
52117ba8ff3fc3fe4d493135b4477d3c,143230,1879053,Elva,Valga - Keeni - Puka - Elva,A>C3>B,55294,0
5c7a1733a03943c4292e1543dba73f46,143413,1334294,KURESSAARE,Kihelkonna-Kärla-Kuressaare,A>B,47538,0
5c7a1733a03943c4292e1543dba73f46,143412,1334293,KURESSAARE,Kihelkonna-Veere-(UNDVA tell)Kihelkonna-Kärla-Kuressaare,A>C,57998,0
8ebadcd23ba3f08638ca911968bd5d98,143421,1034460,KURESSAARE,Kuressaare-Kärla-Kihelkonna-Lümanda-Kuressaare,A>B,47541,0
b65ce374dd64043153d4cbf4867676f8,143426,1333456,Kihelkonna,KUR-Randvere-Kärla-(Üru tellimisel)-Pidula-Kihelkonna,A>B,57971,0
d2f8459f1932e8867b00cd8e8de28abc,143428,1035044,Lümanda,Kuressaare-Randvere-Kärla-Kihelkonna-Lümanda,A>B,47576,0
132d331c18b69ecd66c90a5686262476,143468,1879054,Valga bussijaam,Elva - Palupera - Rõngu - Puka - Keeni - Valga,A>C1>B,59893,0
6e1a3e3ee6ae6c14cde134cf4a62f913,143471,1878947,Valga bussijaam,Elva - Palupera - Rõngu - Puka - Keeni - Valga,A>C1>B,43751,0
b1bbbdf542e597cc0dccb794a68e309a,143472,1878948,Valga bussijaam,Elva - Palupera - Rõngu - Puka - Keeni - Valga,A>C1>B,43752,0
f80054b62df3a409c5bfce3ea367cb0e,143473,1879055,Elva,Valga - Keeni - Puka - Rõngu - Palupera - Elva,A>C1>B,59383,0
96ce873a17d7a9ea34c42df3b30c451a,143477,1878949,Valga bussijaam,Elva - Puka - Keeni - Valga,A>C1>B,55320,0
5fdbec627037c0aa669e3aeb7cc0cdcd,143478,1879056,Valga bussijaam,Elva-Puka-Keeni-Sarapuu-Valga,A>C1>B,59457,0
7c76e2c60127aee456b172b373237da7,143479,1879057,Valga bussijaam,Elva-Puka-Keeni-Valga,A>C1>B,57905,0
55d64231e0f75df1cb88f24a861df10b,143480,1878950,Valga bussijaam,Elva-Puka-Keeni-Valga,A>C1>B,55322,0
0a3293eb36d92b610e0510307af2bbcc,143482,1261759,Elva,Valga - Puka - Rõngu - Palupera - Elva,A>C3>B,55333,0
4bd812f8d0d0d8e5a58e60d14f95ba67,143512,1878951,Valga bussijaam,Elva - Palupera - Rõngu - Puka - Keeni - Valga,A>C1>B,43759,0
b01d23fc8f641587500e7d587cd50f9c,143513,932497,Puka,Elva - Palupera - Rõngu - Puka,A>B,43760,0
218a9aa807e521a46d518347ac4399f2,143601,932797,KURESSAARE,Kuressaare-Maleva- Eikla-Tõrise-Kuressaare,A>B,36436,0
e221f510467c1012d387f430b6b79cdc,143707,933925,KURESSAARE,Valjala-Kuressaare,A>B,41668,0
c175532508e1619d1b56e28b629ca2c4,143770,1239104,Orissaare,Orissaare-Nenu-Tornimäe-Kõrkvere-Orissaare,A>B,42124,0
3f1699dee929e75fe2110eb914b7cb54,143774,933999,Orissaare,Orissaare-Tornimäe-Pöide-Laimjala-Kahtla-Orissaare,A>B,38928,0
c98e53b523187691f6f90415e0c278f0,143795,1690699,KURESSAARE,Kuressaare-Pihtla-Sandla-Tõlluste-Sandla-Pihtla-Kuressaare,A>B,47023,0
ef42377bf3f7a38385fc5def67c10448,143823,1690700,KURESSAARE,Kuressaare-Pihtla-Sandla-Tõlluste-Sandla-Pihtla-Kuressaare,A>B,47024,0
01a39c9c64328a937c05086335baad67,143829,1868390,KURESSAARE,Kuressaare-Pihtla-Sandla-Tõlluste-Sandla-Pihtla-Kuressaare,A>B,47025,0
7762136c63fa4789cc6ff207eb646f54,143830,1690702,KURESSAARE,Kuressaare-Pihtla-Sandla-Tõlluste-Sandla-Pihtla-Kuressaare,A>B,47026,0
e32e6d7b736be809ddc50b15179cb534,143855,1254934,KURESSAARE,Kuressaare-Suure-Rootsi-Kuressaare,A>B,47027,0
4a15b655c6e7554551169e36f41ba6d3,143856,934213,KURESSAARE,Kuressaare-Suure-Rootsi-Kuressaare,A>B,47028,0
eabca7bdc4f2e6edd2afeedc54d8b31e,144125,1633986,Häädemeeste,Pärnu - Soometsa - Häädemeeste,A>D,43149,0
eabca7bdc4f2e6edd2afeedc54d8b31e,144125,1633987,Pärnu bussijaam,Häädemeeste - Soometsa - Pärnu,D>A,48953,0
4ec8c4901648c9238c29e63e3a207cba,144432,946730,Tõrva,Tartu - Tõrva,B>A,44425,0
4ec8c4901648c9238c29e63e3a207cba,144433,946731,Tartu bussijaam,Tõrva - Tartu,A>B,44458,0
9b621ed1313820f06a53dcf7de646ae6,144694,1877484,Leisi,Kuressaare-Eikla-Leisi-Metsküla-Soela-Leisi,A>B,51145,0
6c709ed5004b0bb9a57b1ae6b75207dd,144695,946745,Tartu bussijaam,Valga - Tartu,A>B,44427,0
6b1133e66e749f1857941fb6fe9a545b,144696,1877485,KURESSAARE,Kuressaare-Leisi-Triigi sadam-Leisi-Kuressaare,A>B,57903,0
224e85ce549693468d4868fe9a20acfe,144876,1473515,Tartu bussijaam,(Sõõru) - Pala - Kallaste - Alatskivi - Koosa - Tartu,B>C>A,61557,0
96ab3ea1f64ecedcc2e9f3af0bb618f6,144953,1633988,Pärnu bussijaam,Saunametsa - Pärnu,B1>A,54447,0
96ab3ea1f64ecedcc2e9f3af0bb618f6,144953,1633989,Kikepera,Pärnu - Vaskrääma - Surju - Saunametsa - Kikepera,A>B,42048,0
b58fd26ca63822eac085c5eab72b8920,144975,1352695,Otepää,Tõrva-Sangaste-Otepää,A>B,58604,0
2fee587efd0ec931ee6c2160aefecc0a,146200,1032754,Tõrva,Riiska - Linna keskus - Jõgeveste - Tõrva,A>C1>B,47515,0
9347dc70cbeb6b310e32fba6a542f750,146214,1219304,Tõrva,Tõrva - Härma - Riidaja - Helme - Tõrva,A>C3>A,53468,0
f13e2c17eee6e8624d5898d543c18ba8,146736,1305014,Pärnu bussijaam,Kavaru - Liu - Audru kirik - Pärnu,B>A,47471,0
bc280c57df8a0f0f1cf5fdb68480229a,146746,1821904,Pärnu bussijaam,Tõstamaa Kool - Audru - Pärnu,B1>C1>A1,60072,0
bc280c57df8a0f0f1cf5fdb68480229a,146746,1821903,Tõstamaa kool,Pärnu - Audru - Tõstamaa Kool,A1>C1>B1,47463,0
bc280c57df8a0f0f1cf5fdb68480229a,146747,1821905,Värati,Pärnu - Audru - Värati,A1>C1>B,47464,0
e7237ab18d8fb3a5603b737b3d654363,146752,1633991,Kaansoo,Vändra - Kaansoo,A1>D,44838,0
e7237ab18d8fb3a5603b737b3d654363,146754,1633997,Vändra,Suurejõe - Vändra,B1>A1,44839,0
